#UbUs_1-2023-06-21-Wed-18-35-14.hdf5 sztau_sz0
#iter    ineq        tausus          value 
stat-001    1          5.91       0.433435 
stat-001    1          5.94        0.43261 
stat-001    1          5.97        0.43179 
stat-001    1             6       0.430976 
stat-001    1          6.03       0.430165 
stat-001    1          6.06        0.42936 
stat-001    1          6.09       0.428559 
stat-001    1          6.12       0.427762 
stat-001    1          6.15       0.426971 
stat-001    1          6.18       0.426186 
stat-001    1          6.21       0.425403 
stat-001    1          6.24       0.424626 
stat-001    1          6.27       0.423854 
stat-001    1           6.3       0.423086 
stat-001    1          6.33       0.422322 
stat-001    1          6.36       0.421564 
stat-001    1          6.39       0.420809 
stat-001    1          6.42       0.420059 
stat-001    1          6.45       0.419314 
stat-001    1          6.48       0.418572 
stat-001    1          6.51       0.417836 
stat-001    1          6.54       0.417105 
stat-001    1          6.57        0.41638 
stat-001    1           6.6       0.415658 
stat-001    1          6.63       0.414941 
stat-001    1          6.66       0.414228 
stat-001    1          6.69       0.413519 
stat-001    1          6.72       0.412815 
stat-001    1          6.75       0.412115 
stat-001    1          6.78        0.41142 
stat-001    1          6.81        0.41073 
stat-001    1          6.84       0.410043 
stat-001    1          6.87       0.409361 
stat-001    1           6.9       0.408682 
stat-001    1          6.93       0.408009 
stat-001    1          6.96       0.407339 
stat-001    1          6.99       0.406675 
stat-001    1          7.02       0.406013 
stat-001    1          7.05       0.405356 
stat-001    1          7.08       0.404701 
stat-001    1          7.11        0.40405 
stat-001    1          7.14       0.403404 
stat-001    1          7.17       0.402762 
stat-001    1           7.2       0.402124 
stat-001    1          7.23       0.401492 
stat-001    1          7.26       0.400862 
stat-001    1          7.29       0.400237 
stat-001    1          7.32       0.399614 
stat-001    1          7.35       0.398997 
stat-001    1          7.38       0.398385 
stat-001    1          7.41       0.397777 
stat-001    1          7.44       0.397172 
stat-001    1          7.47       0.396572 
stat-001    1           7.5       0.395974 
stat-001    1          7.53       0.395381 
stat-001    1          7.56       0.394791 
stat-001    1          7.59       0.394206 
stat-001    1          7.62       0.393623 
stat-001    1          7.65       0.393044 
stat-001    1          7.68       0.392468 
stat-001    1          7.71       0.391896 
stat-001    1          7.74       0.391328 
stat-001    1          7.77       0.390764 
stat-001    1           7.8       0.390203 
stat-001    1          7.83       0.389646 
stat-001    1          7.86       0.389091 
stat-001    1          7.89       0.388539 
stat-001    1          7.92       0.387991 
stat-001    1          7.95       0.387446 
stat-001    1          7.98       0.386904 
stat-001    1          8.01       0.386365 
stat-001    1          8.04        0.38583 
stat-001    1          8.07       0.385297 
stat-001    1           8.1       0.384769 
stat-001    1          8.13       0.384245 
stat-001    1          8.16       0.383724 
stat-001    1          8.19       0.383205 
stat-001    1          8.22        0.38269 
stat-001    1          8.25       0.382178 
stat-001    1          8.28        0.38167 
stat-001    1          8.31       0.381166 
stat-001    1          8.34       0.380664 
stat-001    1          8.37       0.380166 
stat-001    1           8.4       0.379671 
stat-001    1          8.43       0.379178 
stat-001    1          8.46       0.378688 
stat-001    1          8.49       0.378202 
stat-001    1          8.52       0.377719 
stat-001    1          8.55       0.377239 
stat-001    1          8.58       0.376763 
stat-001    1          8.61        0.37629 
stat-001    1          8.64        0.37582 
stat-001    1          8.67       0.375353 
stat-001    1           8.7       0.374888 
stat-001    1          8.73       0.374427 
stat-001    1          8.76       0.373968 
stat-001    1          8.79       0.373512 
stat-001    1          8.82       0.373059 
stat-001    1          8.85       0.372608 
stat-001    1          8.88        0.37216 
stat-001    1          8.91       0.371715 
stat-001    1          8.94       0.371272 
stat-001    1          8.97       0.370834 
stat-001    1             9       0.370398 
stat-001    1          9.03       0.369967 
stat-001    1          9.06       0.369538 
stat-001    1          9.09       0.369113 
stat-001    1          9.12        0.36869 
stat-001    1          9.15        0.36827 
stat-001    1          9.18       0.367854 
stat-001    1          9.21       0.367439 
stat-001    1          9.24       0.367026 
stat-001    1          9.27       0.366616 
stat-001    1           9.3       0.366207 
stat-001    1          9.33       0.365801 
stat-001    1          9.36       0.365399 
stat-001    1          9.39       0.364998 
stat-001    1          9.42       0.364601 
stat-001    1          9.45       0.364208 
stat-001    1          9.48       0.363816 
stat-001    1          9.51       0.363428 
stat-001    1          9.54       0.363043 
stat-001    1          9.57       0.362662 
stat-001    1           9.6       0.362283 
stat-001    1          9.63       0.361907 
stat-001    1          9.66       0.361534 
stat-001    1          9.69       0.361163 
stat-001    1          9.72       0.360794 
stat-001    1          9.75       0.360427 
stat-001    1          9.78       0.360062 
stat-001    1          9.81       0.359699 
stat-001    1          9.84        0.35934 
stat-001    1          9.87       0.358983 
stat-001    1           9.9       0.358629 
stat-001    1          9.93       0.358278 
stat-001    1          9.96       0.357929 
stat-001    1          9.99       0.357583 
stat-001    1         10.02        0.35724 
stat-001    1         10.05       0.356899 
stat-001    1         10.08       0.356561 
stat-001    1         10.11       0.356226 
stat-001    1         10.14       0.355892 
stat-001    1         10.17       0.355561 
stat-001    1          10.2       0.355232 
stat-001    1         10.23       0.354905 
stat-001    1         10.26       0.354581 
stat-001    1         10.29       0.354261 
stat-001    1         10.32       0.353942 
stat-001    1         10.35       0.353626 
stat-001    1         10.38       0.353313 
stat-001    1         10.41       0.353002 
stat-001    1         10.44       0.352692 
stat-001    1         10.47       0.352385 
stat-001    1          10.5       0.352081 
stat-001    1         10.53        0.35178 
stat-001    1         10.56        0.35148 
stat-001    1         10.59       0.351183 
stat-001    1         10.62       0.350888 
stat-001    1         10.65       0.350597 
stat-001    1         10.68       0.350307 
stat-001    1         10.71       0.350019 
stat-001    1         10.74       0.349734 
stat-001    1         10.77        0.34945 
stat-001    1          10.8       0.349169 
stat-001    1         10.83        0.34889 
stat-001    1         10.86       0.348615 
stat-001    1         10.89       0.348342 
stat-001    1         10.92       0.348072 
stat-001    1         10.95       0.347804 
stat-001    1         10.98       0.347539 
stat-001    1         11.01       0.347276 
stat-001    1         11.04       0.347015 
stat-001    1         11.07       0.346758 
stat-001    1          11.1       0.346503 
stat-001    1         11.13        0.34625 
stat-001    1         11.16          0.346 
stat-001    1         11.19       0.345752 
stat-001    1         11.22       0.345505 
stat-001    1         11.25       0.345261 
stat-001    1         11.28       0.345019 
stat-001    1         11.31        0.34478 
stat-001    1         11.34       0.344543 
stat-001    1         11.37       0.344308 
stat-001    1          11.4       0.344075 
stat-001    1         11.43       0.343843 
stat-001    1         11.46       0.343613 
stat-001    1         11.49       0.343385 
stat-001    1         11.52        0.34316 
stat-001    1         11.55       0.342936 
stat-001    1         11.58       0.342714 
stat-001    1         11.61       0.342495 
stat-001    1         11.64       0.342278 
stat-001    1         11.67       0.342063 
stat-001    1          11.7       0.341851 
stat-001    1         11.73       0.341642 
stat-001    1         11.76       0.341435 
stat-001    1         11.79        0.34123 
stat-001    1         11.82       0.341028 
stat-001    1         11.85       0.340827 
stat-001    1         11.88       0.340628 
stat-001    1         11.91       0.340431 
stat-001    1         11.94       0.340236 
stat-001    1         11.97       0.340042 
stat-001    1            12       0.339849 
stat-001    1         12.03       0.339659 
stat-001    1         12.06       0.339472 
stat-001    1         12.09       0.339287 
stat-001    1         12.12       0.339104 
stat-001    1         12.15       0.338924 
stat-001    1         12.18       0.338745 
stat-001    1         12.21       0.338569 
stat-001    1         12.24       0.338394 
stat-001    1         12.27       0.338222 
stat-001    1          12.3       0.338052 
stat-001    1         12.33       0.337883 
stat-001    1         12.36       0.337716 
stat-001    1         12.39       0.337551 
stat-001    1         12.42        0.33739 
stat-001    1         12.45       0.337229 
stat-001    1         12.48        0.33707 
stat-001    1         12.51       0.336912 
stat-001    1         12.54       0.336755 
stat-001    1         12.57       0.336599 
stat-001    1          12.6       0.336446 
stat-001    1         12.63       0.336295 
stat-001    1         12.66       0.336146 
stat-001    1         12.69       0.335999 
stat-001    1         12.72       0.335853 
stat-001    1         12.75        0.33571 
stat-001    1         12.78       0.335569 
stat-001    1         12.81       0.335431 
stat-001    1         12.84       0.335293 
stat-001    1         12.87       0.335157 
stat-001    1          12.9       0.335022 
stat-001    1         12.93       0.334888 
stat-001    1         12.96       0.334756 
stat-001    1         12.99       0.334626 
stat-001    1         13.02       0.334498 
stat-001    1         13.05       0.334371 
stat-001    1         13.08       0.334248 
stat-001    1         13.11       0.334125 
stat-001    1         13.14       0.334004 
stat-001    1         13.17       0.333886 
stat-001    1          13.2        0.33377 
stat-001    1         13.23       0.333655 
stat-001    1         13.26       0.333541 
stat-001    1         13.29        0.33343 
stat-001    1         13.32       0.333322 
stat-001    1         13.35       0.333215 
stat-001    1         13.38        0.33311 
stat-001    1         13.41       0.333006 
stat-001    1         13.44       0.332905 
stat-001    1         13.47       0.332805 
stat-001    1          13.5       0.332707 
stat-001    1         13.53       0.332611 
stat-001    1         13.56       0.332516 
stat-001    1         13.59       0.332424 
stat-001    1         13.62       0.332333 
stat-001    1         13.65       0.332246 
stat-001    1         13.68       0.332161 
stat-001    1         13.71       0.332078 
stat-001    1         13.74       0.331996 
stat-001    1         13.77       0.331917 
stat-001    1          13.8       0.331841 
stat-001    1         13.83       0.331766 
stat-001    1         13.86       0.331694 
stat-001    1         13.89       0.331625 
stat-001    1         13.92       0.331558 
stat-001    1         13.95       0.331495 
stat-001    1         13.98       0.331433 
stat-001    1         14.01       0.331374 
stat-001    1         14.04       0.331317 
stat-001    1         14.07       0.331261 
stat-001    1          14.1       0.331208 
stat-001    1         14.13       0.331157 
stat-001    1         14.16       0.331107 
stat-001    1         14.19       0.331059 
stat-001    1         14.22       0.331013 
stat-001    1         14.25       0.330967 
stat-001    1         14.28       0.330924 
stat-001    1         14.31       0.330882 
stat-001    1         14.34       0.330844 
stat-001    1         14.37       0.330808 
stat-001    1          14.4       0.330773 
stat-001    1         14.43       0.330739 
stat-001    1         14.46       0.330707 
stat-001    1         14.49       0.330678 
stat-001    1         14.52        0.33065 
stat-001    1         14.55       0.330625 
stat-001    1         14.58       0.330601 
stat-001    1         14.61       0.330578 
stat-001    1         14.64       0.330556 
stat-001    1         14.67       0.330536 
stat-001    1          14.7       0.330518 
stat-001    1         14.73       0.330503 
stat-001    1         14.76       0.330488 
stat-001    1         14.79       0.330475 
stat-001    1         14.82       0.330465 
stat-001    1         14.85       0.330455 
stat-001    1         14.88       0.330447 
stat-001    1         14.91       0.330442 
stat-001    1         14.94       0.330438 
stat-001    1         14.97       0.330436 
stat-001    1            15       0.330436 
stat-001    1         15.03       0.330436 
stat-001    1         15.06       0.330438 
stat-001    1         15.09       0.330442 
stat-001    1         15.12       0.330447 
stat-001    1         15.15       0.330455 
stat-001    1         15.18       0.330465 
stat-001    1         15.21       0.330475 
stat-001    1         15.24       0.330488 
stat-001    1         15.27       0.330503 
stat-001    1          15.3       0.330518 
stat-001    1         15.33       0.330536 
stat-001    1         15.36       0.330556 
stat-001    1         15.39       0.330578 
stat-001    1         15.42       0.330601 
stat-001    1         15.45       0.330625 
stat-001    1         15.48        0.33065 
stat-001    1         15.51       0.330678 
stat-001    1         15.54       0.330707 
stat-001    1         15.57       0.330739 
stat-001    1          15.6       0.330773 
stat-001    1         15.63       0.330808 
stat-001    1         15.66       0.330844 
stat-001    1         15.69       0.330882 
stat-001    1         15.72       0.330924 
stat-001    1         15.75       0.330967 
stat-001    1         15.78       0.331013 
stat-001    1         15.81       0.331059 
stat-001    1         15.84       0.331107 
stat-001    1         15.87       0.331157 
stat-001    1          15.9       0.331208 
stat-001    1         15.93       0.331261 
stat-001    1         15.96       0.331317 
stat-001    1         15.99       0.331374 
stat-001    1         16.02       0.331433 
stat-001    1         16.05       0.331495 
stat-001    1         16.08       0.331558 
stat-001    1         16.11       0.331625 
stat-001    1         16.14       0.331694 
stat-001    1         16.17       0.331766 
stat-001    1          16.2       0.331841 
stat-001    1         16.23       0.331917 
stat-001    1         16.26       0.331996 
stat-001    1         16.29       0.332078 
stat-001    1         16.32       0.332161 
stat-001    1         16.35       0.332246 
stat-001    1         16.38       0.332333 
stat-001    1         16.41       0.332424 
stat-001    1         16.44       0.332516 
stat-001    1         16.47       0.332611 
stat-001    1          16.5       0.332707 
stat-001    1         16.53       0.332805 
stat-001    1         16.56       0.332905 
stat-001    1         16.59       0.333006 
stat-001    1         16.62        0.33311 
stat-001    1         16.65       0.333215 
stat-001    1         16.68       0.333322 
stat-001    1         16.71        0.33343 
stat-001    1         16.74       0.333541 
stat-001    1         16.77       0.333655 
stat-001    1          16.8        0.33377 
stat-001    1         16.83       0.333886 
stat-001    1         16.86       0.334004 
stat-001    1         16.89       0.334125 
stat-001    1         16.92       0.334248 
stat-001    1         16.95       0.334371 
stat-001    1         16.98       0.334498 
stat-001    1         17.01       0.334626 
stat-001    1         17.04       0.334756 
stat-001    1         17.07       0.334888 
stat-001    1          17.1       0.335022 
stat-001    1         17.13       0.335157 
stat-001    1         17.16       0.335293 
stat-001    1         17.19       0.335431 
stat-001    1         17.22       0.335569 
stat-001    1         17.25        0.33571 
stat-001    1         17.28       0.335853 
stat-001    1         17.31       0.335999 
stat-001    1         17.34       0.336146 
stat-001    1         17.37       0.336295 
stat-001    1          17.4       0.336446 
stat-001    1         17.43       0.336599 
stat-001    1         17.46       0.336755 
stat-001    1         17.49       0.336912 
stat-001    1         17.52        0.33707 
stat-001    1         17.55       0.337229 
stat-001    1         17.58        0.33739 
stat-001    1         17.61       0.337551 
stat-001    1         17.64       0.337716 
stat-001    1         17.67       0.337883 
stat-001    1          17.7       0.338052 
stat-001    1         17.73       0.338222 
stat-001    1         17.76       0.338394 
stat-001    1         17.79       0.338569 
stat-001    1         17.82       0.338745 
stat-001    1         17.85       0.338924 
stat-001    1         17.88       0.339104 
stat-001    1         17.91       0.339287 
stat-001    1         17.94       0.339472 
stat-001    1         17.97       0.339659 
stat-001    1            18       0.339849 
stat-001    1         18.03       0.340042 
stat-001    1         18.06       0.340236 
stat-001    1         18.09       0.340431 
stat-001    1         18.12       0.340628 
stat-001    1         18.15       0.340827 
stat-001    1         18.18       0.341028 
stat-001    1         18.21        0.34123 
stat-001    1         18.24       0.341435 
stat-001    1         18.27       0.341642 
stat-001    1          18.3       0.341851 
stat-001    1         18.33       0.342063 
stat-001    1         18.36       0.342278 
stat-001    1         18.39       0.342495 
stat-001    1         18.42       0.342714 
stat-001    1         18.45       0.342936 
stat-001    1         18.48        0.34316 
stat-001    1         18.51       0.343385 
stat-001    1         18.54       0.343613 
stat-001    1         18.57       0.343843 
stat-001    1          18.6       0.344075 
stat-001    1         18.63       0.344308 
stat-001    1         18.66       0.344543 
stat-001    1         18.69        0.34478 
stat-001    1         18.72       0.345019 
stat-001    1         18.75       0.345261 
stat-001    1         18.78       0.345505 
stat-001    1         18.81       0.345752 
stat-001    1         18.84          0.346 
stat-001    1         18.87        0.34625 
stat-001    1          18.9       0.346503 
stat-001    1         18.93       0.346758 
stat-001    1         18.96       0.347015 
stat-001    1         18.99       0.347276 
stat-001    1         19.02       0.347539 
stat-001    1         19.05       0.347804 
stat-001    1         19.08       0.348072 
stat-001    1         19.11       0.348342 
stat-001    1         19.14       0.348615 
stat-001    1         19.17        0.34889 
stat-001    1          19.2       0.349169 
stat-001    1         19.23        0.34945 
stat-001    1         19.26       0.349734 
stat-001    1         19.29       0.350019 
stat-001    1         19.32       0.350307 
stat-001    1         19.35       0.350597 
stat-001    1         19.38       0.350888 
stat-001    1         19.41       0.351183 
stat-001    1         19.44        0.35148 
stat-001    1         19.47        0.35178 
stat-001    1          19.5       0.352081 
stat-001    1         19.53       0.352385 
stat-001    1         19.56       0.352692 
stat-001    1         19.59       0.353002 
stat-001    1         19.62       0.353313 
stat-001    1         19.65       0.353626 
stat-001    1         19.68       0.353942 
stat-001    1         19.71       0.354261 
stat-001    1         19.74       0.354581 
stat-001    1         19.77       0.354905 
stat-001    1          19.8       0.355232 
stat-001    1         19.83       0.355561 
stat-001    1         19.86       0.355892 
stat-001    1         19.89       0.356226 
stat-001    1         19.92       0.356561 
stat-001    1         19.95       0.356899 
stat-001    1         19.98        0.35724 
stat-001    1         20.01       0.357583 
stat-001    1         20.04       0.357929 
stat-001    1         20.07       0.358278 
stat-001    1          20.1       0.358629 
stat-001    1         20.13       0.358983 
stat-001    1         20.16        0.35934 
stat-001    1         20.19       0.359699 
stat-001    1         20.22       0.360062 
stat-001    1         20.25       0.360427 
stat-001    1         20.28       0.360794 
stat-001    1         20.31       0.361163 
stat-001    1         20.34       0.361534 
stat-001    1         20.37       0.361907 
stat-001    1          20.4       0.362283 
stat-001    1         20.43       0.362662 
stat-001    1         20.46       0.363043 
stat-001    1         20.49       0.363428 
stat-001    1         20.52       0.363816 
stat-001    1         20.55       0.364208 
stat-001    1         20.58       0.364601 
stat-001    1         20.61       0.364998 
stat-001    1         20.64       0.365399 
stat-001    1         20.67       0.365801 
stat-001    1          20.7       0.366207 
stat-001    1         20.73       0.366616 
stat-001    1         20.76       0.367026 
stat-001    1         20.79       0.367439 
stat-001    1         20.82       0.367854 
stat-001    1         20.85        0.36827 
stat-001    1         20.88        0.36869 
stat-001    1         20.91       0.369113 
stat-001    1         20.94       0.369538 
stat-001    1         20.97       0.369967 
stat-001    1            21       0.370398 
stat-001    1         21.03       0.370834 
stat-001    1         21.06       0.371272 
stat-001    1         21.09       0.371715 
stat-001    1         21.12        0.37216 
stat-001    1         21.15       0.372608 
stat-001    1         21.18       0.373059 
stat-001    1         21.21       0.373512 
stat-001    1         21.24       0.373968 
stat-001    1         21.27       0.374427 
stat-001    1          21.3       0.374888 
stat-001    1         21.33       0.375353 
stat-001    1         21.36        0.37582 
stat-001    1         21.39        0.37629 
stat-001    1         21.42       0.376763 
stat-001    1         21.45       0.377239 
stat-001    1         21.48       0.377719 
stat-001    1         21.51       0.378202 
stat-001    1         21.54       0.378688 
stat-001    1         21.57       0.379178 
stat-001    1          21.6       0.379671 
stat-001    1         21.63       0.380166 
stat-001    1         21.66       0.380664 
stat-001    1         21.69       0.381166 
stat-001    1         21.72        0.38167 
stat-001    1         21.75       0.382178 
stat-001    1         21.78        0.38269 
stat-001    1         21.81       0.383205 
stat-001    1         21.84       0.383724 
stat-001    1         21.87       0.384245 
stat-001    1          21.9       0.384769 
stat-001    1         21.93       0.385297 
stat-001    1         21.96        0.38583 
stat-001    1         21.99       0.386365 
stat-001    1         22.02       0.386904 
stat-001    1         22.05       0.387446 
stat-001    1         22.08       0.387991 
stat-001    1         22.11       0.388539 
stat-001    1         22.14       0.389091 
stat-001    1         22.17       0.389646 
stat-001    1          22.2       0.390203 
stat-001    1         22.23       0.390764 
stat-001    1         22.26       0.391328 
stat-001    1         22.29       0.391896 
stat-001    1         22.32       0.392468 
stat-001    1         22.35       0.393044 
stat-001    1         22.38       0.393623 
stat-001    1         22.41       0.394206 
stat-001    1         22.44       0.394791 
stat-001    1         22.47       0.395381 
stat-001    1          22.5       0.395974 
stat-001    1         22.53       0.396572 
stat-001    1         22.56       0.397172 
stat-001    1         22.59       0.397777 
stat-001    1         22.62       0.398385 
stat-001    1         22.65       0.398997 
stat-001    1         22.68       0.399614 
stat-001    1         22.71       0.400237 
stat-001    1         22.74       0.400862 
stat-001    1         22.77       0.401492 
stat-001    1          22.8       0.402124 
stat-001    1         22.83       0.402762 
stat-001    1         22.86       0.403404 
stat-001    1         22.89        0.40405 
stat-001    1         22.92       0.404701 
stat-001    1         22.95       0.405356 
stat-001    1         22.98       0.406013 
stat-001    1         23.01       0.406675 
stat-001    1         23.04       0.407339 
stat-001    1         23.07       0.408009 
stat-001    1          23.1       0.408682 
stat-001    1         23.13       0.409361 
stat-001    1         23.16       0.410043 
stat-001    1         23.19        0.41073 
stat-001    1         23.22        0.41142 
stat-001    1         23.25       0.412115 
stat-001    1         23.28       0.412815 
stat-001    1         23.31       0.413519 
stat-001    1         23.34       0.414228 
stat-001    1         23.37       0.414941 
stat-001    1          23.4       0.415658 
stat-001    1         23.43        0.41638 
stat-001    1         23.46       0.417105 
stat-001    1         23.49       0.417836 
stat-001    1         23.52       0.418572 
stat-001    1         23.55       0.419314 
stat-001    1         23.58       0.420059 
stat-001    1         23.61       0.420809 
stat-001    1         23.64       0.421564 
stat-001    1         23.67       0.422322 
stat-001    1          23.7       0.423086 
stat-001    1         23.73       0.423854 
stat-001    1         23.76       0.424626 
stat-001    1         23.79       0.425403 
stat-001    1         23.82       0.426186 
stat-001    1         23.85       0.426971 
stat-001    1         23.88       0.427762 
stat-001    1         23.91       0.428559 
stat-001    1         23.94        0.42936 
stat-001    1         23.97       0.430165 
stat-001    1            24       0.430976 
stat-001    1         24.03        0.43179 
stat-001    1         24.06        0.43261 
stat-001    1         24.09       0.433435 
stat-001    1         24.12       0.434265 
stat-001    1         24.15       0.435101 
stat-001    1         24.18       0.435943 
stat-001    1         24.21        0.43679 
stat-001    1         24.24       0.437643 
stat-001    1         24.27       0.438501 
stat-001    1          24.3       0.439365 
stat-001    1         24.33       0.440233 
stat-001    1         24.36       0.441106 
stat-001    1         24.39       0.441985 
stat-001    1         24.42       0.442869 
stat-001    1         24.45        0.44376 
stat-001    1         24.48       0.444655 
stat-001    1         24.51       0.445557 
