#UbUs_1-2023-06-21-Wed-21-47-18.hdf5 sztau_sz0
#iter    ineq        tausus          value 
stat-001    1         23.28      0.0660246 
stat-001    1         23.31      0.0663774 
stat-001    1         23.34      0.0667334 
stat-001    1         23.37      0.0670944 
stat-001    1          23.4      0.0674581 
stat-001    1         23.43      0.0678243 
stat-001    1         23.46      0.0681939 
stat-001    1         23.49      0.0685686 
stat-001    1         23.52      0.0689462 
stat-001    1         23.55      0.0693276 
stat-001    1         23.58       0.069713 
stat-001    1         23.61      0.0701042 
stat-001    1         23.64      0.0704993 
stat-001    1         23.67      0.0708988 
stat-001    1          23.7      0.0713037 
stat-001    1         23.73      0.0717123 
stat-001    1         23.76      0.0721259 
stat-001    1         23.79      0.0725468 
stat-001    1         23.82      0.0729729 
stat-001    1         23.85      0.0734027 
stat-001    1         23.88      0.0738382 
stat-001    1         23.91      0.0742778 
stat-001    1         23.94      0.0747231 
stat-001    1         23.97      0.0751709 
stat-001    1            24      0.0756229 
stat-001    1         24.03      0.0760797 
stat-001    1         24.06      0.0765397 
stat-001    1         24.09      0.0770051 
stat-001    1         24.12      0.0774755 
stat-001    1         24.15      0.0779514 
stat-001    1         24.18      0.0784341 
stat-001    1         24.21      0.0789228 
stat-001    1         24.24       0.079419 
stat-001    1         24.27      0.0799212 
stat-001    1          24.3      0.0804276 
stat-001    1         24.33      0.0809377 
stat-001    1         24.36      0.0814531 
stat-001    1         24.39      0.0819741 
stat-001    1         24.42      0.0825003 
stat-001    1         24.45      0.0830329 
stat-001    1         24.48      0.0835712 
stat-001    1         24.51      0.0841147 
stat-001    1         24.54      0.0846661 
stat-001    1         24.57      0.0852242 
stat-001    1          24.6      0.0857885 
stat-001    1         24.63      0.0863594 
stat-001    1         24.66      0.0869376 
stat-001    1         24.69      0.0875213 
stat-001    1         24.72      0.0881118 
stat-001    1         24.75       0.088709 
stat-001    1         24.78       0.089313 
stat-001    1         24.81      0.0899214 
stat-001    1         24.84      0.0905383 
stat-001    1         24.87      0.0911639 
stat-001    1          24.9      0.0917959 
stat-001    1         24.93      0.0924353 
stat-001    1         24.96      0.0930829 
stat-001    1         24.99      0.0937376 
stat-001    1         25.02      0.0943996 
stat-001    1         25.05      0.0950706 
stat-001    1         25.08      0.0957509 
stat-001    1         25.11      0.0964395 
stat-001    1         25.14       0.097137 
stat-001    1         25.17      0.0978435 
stat-001    1          25.2      0.0985577 
stat-001    1         25.23      0.0992804 
stat-001    1         25.26       0.100012 
stat-001    1         25.29       0.100752 
stat-001    1         25.32       0.101502 
stat-001    1         25.35       0.102261 
stat-001    1         25.38       0.103028 
stat-001    1         25.41       0.103807 
stat-001    1         25.44       0.104594 
stat-001    1         25.47       0.105392 
stat-001    1          25.5       0.106202 
stat-001    1         25.53       0.107022 
stat-001    1         25.56       0.107853 
stat-001    1         25.59       0.108693 
stat-001    1         25.62       0.109543 
stat-001    1         25.65       0.110404 
stat-001    1         25.68       0.111277 
stat-001    1         25.71       0.112162 
stat-001    1         25.74       0.113058 
stat-001    1         25.77       0.113967 
stat-001    1          25.8       0.114888 
stat-001    1         25.83       0.115821 
stat-001    1         25.86       0.116765 
stat-001    1         25.89       0.117722 
stat-001    1         25.92       0.118692 
stat-001    1         25.95       0.119677 
stat-001    1         25.98       0.120675 
stat-001    1         26.01       0.121686 
stat-001    1         26.04        0.12271 
stat-001    1         26.07       0.123746 
stat-001    1          26.1       0.124793 
stat-001    1         26.13       0.125855 
stat-001    1         26.16       0.126932 
stat-001    1         26.19       0.128024 
stat-001    1         26.22       0.129132 
stat-001    1         26.25       0.130256 
stat-001    1         26.28       0.131396 
stat-001    1         26.31       0.132553 
stat-001    1         26.34       0.133726 
stat-001    1         26.37       0.134915 
stat-001    1          26.4       0.136122 
stat-001    1         26.43       0.137347 
stat-001    1         26.46        0.13859 
stat-001    1         26.49        0.13985 
stat-001    1         26.52       0.141128 
stat-001    1         26.55       0.142424 
stat-001    1         26.58       0.143738 
stat-001    1         26.61       0.145074 
stat-001    1         26.64       0.146429 
stat-001    1         26.67       0.147805 
stat-001    1          26.7       0.149199 
stat-001    1         26.73       0.150613 
stat-001    1         26.76       0.152048 
stat-001    1         26.79       0.153504 
stat-001    1         26.82       0.154983 
stat-001    1         26.85       0.156483 
stat-001    1         26.88       0.158006 
stat-001    1         26.91       0.159551 
stat-001    1         26.94       0.161119 
stat-001    1         26.97       0.162709 
stat-001    1            27       0.164325 
stat-001    1         27.03       0.165966 
stat-001    1         27.06       0.167632 
stat-001    1         27.09       0.169322 
stat-001    1         27.12       0.171038 
stat-001    1         27.15       0.172783 
stat-001    1         27.18       0.174553 
stat-001    1         27.21       0.176352 
stat-001    1         27.24       0.178178 
stat-001    1         27.27       0.180035 
stat-001    1          27.3       0.181919 
stat-001    1         27.33       0.183834 
stat-001    1         27.36        0.18578 
stat-001    1         27.39       0.187758 
stat-001    1         27.42       0.189768 
stat-001    1         27.45       0.191812 
stat-001    1         27.48       0.193889 
stat-001    1         27.51       0.196001 
stat-001    1         27.54        0.19815 
stat-001    1         27.57       0.200333 
stat-001    1          27.6       0.202554 
stat-001    1         27.63       0.204814 
stat-001    1         27.66       0.207113 
stat-001    1         27.69       0.209451 
stat-001    1         27.72       0.211829 
stat-001    1         27.75       0.214249 
stat-001    1         27.78       0.216708 
stat-001    1         27.81       0.219211 
stat-001    1         27.84       0.221757 
stat-001    1         27.87       0.224347 
stat-001    1          27.9       0.226983 
stat-001    1         27.93       0.229667 
stat-001    1         27.96       0.232397 
stat-001    1         27.99       0.235175 
stat-001    1         28.02       0.238003 
stat-001    1         28.05       0.240881 
stat-001    1         28.08       0.243814 
stat-001    1         28.11       0.246798 
stat-001    1         28.14       0.249836 
stat-001    1         28.17       0.252931 
stat-001    1          28.2       0.256083 
stat-001    1         28.23       0.259292 
stat-001    1         28.26       0.262562 
stat-001    1         28.29       0.265893 
stat-001    1         28.32       0.269287 
stat-001    1         28.35       0.272746 
stat-001    1         28.38       0.276271 
stat-001    1         28.41       0.279863 
stat-001    1         28.44       0.283523 
stat-001    1         28.47       0.287255 
stat-001    1          28.5       0.291059 
stat-001    1         28.53       0.294939 
stat-001    1         28.56       0.298896 
stat-001    1         28.59       0.302929 
stat-001    1         28.62       0.307042 
stat-001    1         28.65       0.311238 
stat-001    1         28.68       0.315518 
stat-001    1         28.71       0.319884 
stat-001    1         28.74       0.324339 
stat-001    1         28.77       0.328886 
stat-001    1          28.8       0.333524 
stat-001    1         28.83       0.338258 
stat-001    1         28.86        0.34309 
stat-001    1         28.89       0.348023 
stat-001    1         28.92       0.353058 
stat-001    1         28.95       0.358202 
stat-001    1         28.98       0.363454 
stat-001    1         29.01       0.368819 
stat-001    1         29.04       0.374299 
stat-001    1         29.07       0.379898 
stat-001    1          29.1       0.385617 
stat-001    1         29.13       0.391462 
stat-001    1         29.16       0.397437 
stat-001    1         29.19       0.403542 
stat-001    1         29.22       0.409781 
stat-001    1         29.25       0.416161 
stat-001    1         29.28       0.422685 
stat-001    1         29.31       0.429355 
stat-001    1         29.34       0.436177 
stat-001    1         29.37       0.443155 
stat-001    1          29.4       0.450293 
stat-001    1         29.43       0.457598 
stat-001    1         29.46       0.465074 
stat-001    1         29.49       0.472726 
stat-001    1         29.52        0.48056 
stat-001    1         29.55       0.488581 
stat-001    1         29.58       0.496795 
stat-001    1         29.61       0.505207 
stat-001    1         29.64       0.513826 
stat-001    1         29.67       0.522657 
stat-001    1          29.7       0.531706 
stat-001    1         29.73       0.540981 
stat-001    1         29.76       0.550489 
stat-001    1         29.79       0.560238 
stat-001    1         29.82       0.570233 
stat-001    1         29.85       0.580487 
stat-001    1         29.88       0.591006 
stat-001    1         29.91       0.601799 
stat-001    1         29.94       0.612871 
stat-001    1         29.97       0.624235 
stat-001    1            30       0.635902 
