#UbUs_1b-2023-08-01-Tue-11-33-41.hdf5 ntau-n0
#iter    ineq band1 spin1 band2 spin2        tausus          value         error 
dmft-005    1     1     1     1     2             0       0.145097   0.000615212 
dmft-005    1     1     1     1     2           0.4       0.153967   0.000612375 
dmft-005    1     1     1     1     2           0.8       0.168315     0.0006089 
dmft-005    1     1     1     1     2           1.2       0.181706   0.000606095 
dmft-005    1     1     1     1     2           1.6       0.193031   0.000601207 
dmft-005    1     1     1     1     2             2       0.202421   0.000598758 
dmft-005    1     1     1     1     2           2.4       0.210154   0.000595913 
dmft-005    1     1     1     1     2           2.8       0.216583    0.00059213 
dmft-005    1     1     1     1     2           3.2       0.221968   0.000590807 
dmft-005    1     1     1     1     2           3.6       0.226513     0.0005912 
dmft-005    1     1     1     1     2             4       0.230366   0.000590219 
dmft-005    1     1     1     1     2           4.4       0.233663   0.000586653 
dmft-005    1     1     1     1     2           4.8       0.236481   0.000582573 
dmft-005    1     1     1     1     2           5.2       0.238917    0.00057906 
dmft-005    1     1     1     1     2           5.6       0.241023   0.000575422 
dmft-005    1     1     1     1     2             6       0.242852   0.000572802 
dmft-005    1     1     1     1     2           6.4       0.244443   0.000569249 
dmft-005    1     1     1     1     2           6.8        0.24585   0.000568016 
dmft-005    1     1     1     1     2           7.2        0.24708   0.000565155 
dmft-005    1     1     1     1     2           7.6       0.248162   0.000562281 
dmft-005    1     1     1     1     2             8       0.249129   0.000564794 
dmft-005    1     1     1     1     2           8.4        0.24998   0.000565123 
dmft-005    1     1     1     1     2           8.8       0.250731   0.000560877 
dmft-005    1     1     1     1     2           9.2       0.251404   0.000559075 
dmft-005    1     1     1     1     2           9.6       0.251975   0.000559517 
dmft-005    1     1     1     1     2            10       0.252497   0.000556561 
dmft-005    1     1     1     1     2          10.4       0.252952   0.000556883 
dmft-005    1     1     1     1     2          10.8       0.253358   0.000558042 
dmft-005    1     1     1     1     2          11.2       0.253707    0.00055757 
dmft-005    1     1     1     1     2          11.6       0.254006   0.000557817 
dmft-005    1     1     1     1     2            12       0.254266   0.000558388 
dmft-005    1     1     1     1     2          12.4       0.254501   0.000561114 
dmft-005    1     1     1     1     2          12.8       0.254698    0.00056287 
dmft-005    1     1     1     1     2          13.2       0.254862   0.000566624 
dmft-005    1     1     1     1     2          13.6       0.255005   0.000566021 
dmft-005    1     1     1     1     2            14       0.255133   0.000566744 
dmft-005    1     1     1     1     2          14.4       0.255244    0.00056621 
dmft-005    1     1     1     1     2          14.8       0.255331   0.000566454 
dmft-005    1     1     1     1     2          15.2       0.255413    0.00056621 
dmft-005    1     1     1     1     2          15.6       0.255476   0.000565645 
dmft-005    1     1     1     1     2            16       0.255539   0.000562564 
dmft-005    1     1     1     1     2          16.4       0.255582   0.000562548 
dmft-005    1     1     1     1     2          16.8       0.255609   0.000560323 
dmft-005    1     1     1     1     2          17.2       0.255636   0.000557119 
dmft-005    1     1     1     1     2          17.6       0.255655   0.000554781 
dmft-005    1     1     1     1     2            18       0.255661   0.000551779 
dmft-005    1     1     1     1     2          18.4       0.255684   0.000550979 
dmft-005    1     1     1     1     2          18.8       0.255694   0.000551612 
dmft-005    1     1     1     1     2          19.2       0.255695   0.000553776 
dmft-005    1     1     1     1     2          19.6       0.255702   0.000556318 
dmft-005    1     1     1     1     2            20       0.255706   0.000555812 
dmft-005    1     1     1     1     2          20.4       0.255698   0.000554064 
dmft-005    1     1     1     1     2          20.8       0.255694   0.000552624 
dmft-005    1     1     1     1     2          21.2        0.25566   0.000550087 
dmft-005    1     1     1     1     2          21.6       0.255625   0.000547421 
dmft-005    1     1     1     1     2            22       0.255589    0.00054585 
dmft-005    1     1     1     1     2          22.4       0.255551   0.000543267 
dmft-005    1     1     1     1     2          22.8       0.255525    0.00054067 
dmft-005    1     1     1     1     2          23.2       0.255493   0.000542441 
dmft-005    1     1     1     1     2          23.6       0.255462   0.000547945 
dmft-005    1     1     1     1     2            24       0.255433   0.000551484 
dmft-005    1     1     1     1     2          24.4       0.255392   0.000554745 
dmft-005    1     1     1     1     2          24.8        0.25534   0.000559461 
dmft-005    1     1     1     1     2          25.2       0.255284   0.000561526 
dmft-005    1     1     1     1     2          25.6        0.25523   0.000562084 
dmft-005    1     1     1     1     2            26       0.255201   0.000561388 
dmft-005    1     1     1     1     2          26.4       0.255182   0.000561779 
dmft-005    1     1     1     1     2          26.8       0.255128   0.000563811 
dmft-005    1     1     1     1     2          27.2       0.255082   0.000563168 
dmft-005    1     1     1     1     2          27.6       0.255032    0.00056571 
dmft-005    1     1     1     1     2            28       0.254979   0.000567103 
dmft-005    1     1     1     1     2          28.4        0.25492   0.000567112 
dmft-005    1     1     1     1     2          28.8       0.254862   0.000568546 
dmft-005    1     1     1     1     2          29.2       0.254813   0.000568835 
dmft-005    1     1     1     1     2          29.6       0.254743   0.000565234 
dmft-005    1     1     1     1     2            30       0.254683   0.000564603 
dmft-005    1     1     1     1     2          30.4       0.254604   0.000563696 
dmft-005    1     1     1     1     2          30.8       0.254523   0.000563567 
dmft-005    1     1     1     1     2          31.2       0.254462   0.000564444 
dmft-005    1     1     1     1     2          31.6       0.254396   0.000565229 
dmft-005    1     1     1     1     2            32       0.254349   0.000563389 
dmft-005    1     1     1     1     2          32.4       0.254284   0.000564412 
dmft-005    1     1     1     1     2          32.8       0.254219   0.000563733 
dmft-005    1     1     1     1     2          33.2       0.254162   0.000564168 
dmft-005    1     1     1     1     2          33.6       0.254121   0.000564254 
dmft-005    1     1     1     1     2            34        0.25406    0.00056527 
dmft-005    1     1     1     1     2          34.4       0.253985   0.000563826 
dmft-005    1     1     1     1     2          34.8       0.253935   0.000559861 
dmft-005    1     1     1     1     2          35.2       0.253875   0.000557776 
dmft-005    1     1     1     1     2          35.6       0.253821   0.000556424 
dmft-005    1     1     1     1     2            36       0.253761   0.000555875 
dmft-005    1     1     1     1     2          36.4       0.253699   0.000555945 
dmft-005    1     1     1     1     2          36.8       0.253646   0.000555739 
dmft-005    1     1     1     1     2          37.2       0.253606   0.000553433 
