#UbUs_1-2023-06-21-Wed-19-14-57.hdf5 sztau_sz0
#iter    ineq        tausus          value 
stat-001    1         19.05       0.154138 
stat-001    1         19.08       0.154358 
stat-001    1         19.11       0.154579 
stat-001    1         19.14       0.154803 
stat-001    1         19.17       0.155029 
stat-001    1          19.2       0.155258 
stat-001    1         19.23        0.15549 
stat-001    1         19.26       0.155724 
stat-001    1         19.29       0.155961 
stat-001    1         19.32       0.156199 
stat-001    1         19.35       0.156439 
stat-001    1         19.38       0.156681 
stat-001    1         19.41       0.156925 
stat-001    1         19.44       0.157171 
stat-001    1         19.47       0.157419 
stat-001    1          19.5       0.157669 
stat-001    1         19.53       0.157921 
stat-001    1         19.56       0.158175 
stat-001    1         19.59       0.158432 
stat-001    1         19.62       0.158691 
stat-001    1         19.65       0.158952 
stat-001    1         19.68       0.159216 
stat-001    1         19.71       0.159481 
stat-001    1         19.74       0.159747 
stat-001    1         19.77       0.160015 
stat-001    1          19.8       0.160287 
stat-001    1         19.83       0.160561 
stat-001    1         19.86       0.160837 
stat-001    1         19.89       0.161115 
stat-001    1         19.92       0.161395 
stat-001    1         19.95       0.161678 
stat-001    1         19.98       0.161963 
stat-001    1         20.01       0.162249 
stat-001    1         20.04       0.162539 
stat-001    1         20.07       0.162831 
stat-001    1          20.1       0.163126 
stat-001    1         20.13       0.163424 
stat-001    1         20.16       0.163724 
stat-001    1         20.19       0.164026 
stat-001    1         20.22       0.164331 
stat-001    1         20.25       0.164637 
stat-001    1         20.28       0.164946 
stat-001    1         20.31       0.165258 
stat-001    1         20.34       0.165572 
stat-001    1         20.37       0.165888 
stat-001    1          20.4       0.166207 
stat-001    1         20.43       0.166529 
stat-001    1         20.46       0.166854 
stat-001    1         20.49       0.167179 
stat-001    1         20.52       0.167507 
stat-001    1         20.55       0.167839 
stat-001    1         20.58       0.168172 
stat-001    1         20.61        0.16851 
stat-001    1         20.64       0.168851 
stat-001    1         20.67       0.169195 
stat-001    1          20.7        0.16954 
stat-001    1         20.73       0.169889 
stat-001    1         20.76       0.170239 
stat-001    1         20.79       0.170593 
stat-001    1         20.82       0.170949 
stat-001    1         20.85       0.171306 
stat-001    1         20.88       0.171666 
stat-001    1         20.91       0.172029 
stat-001    1         20.94       0.172396 
stat-001    1         20.97       0.172765 
stat-001    1            21       0.173137 
stat-001    1         21.03       0.173514 
stat-001    1         21.06       0.173893 
stat-001    1         21.09       0.174275 
stat-001    1         21.12        0.17466 
stat-001    1         21.15       0.175048 
stat-001    1         21.18        0.17544 
stat-001    1         21.21       0.175836 
stat-001    1         21.24       0.176235 
stat-001    1         21.27       0.176639 
stat-001    1          21.3       0.177045 
stat-001    1         21.33       0.177454 
stat-001    1         21.36       0.177867 
stat-001    1         21.39       0.178282 
stat-001    1         21.42       0.178701 
stat-001    1         21.45       0.179123 
stat-001    1         21.48       0.179548 
stat-001    1         21.51       0.179976 
stat-001    1         21.54       0.180408 
stat-001    1         21.57       0.180842 
stat-001    1          21.6       0.181281 
stat-001    1         21.63       0.181722 
stat-001    1         21.66       0.182167 
stat-001    1         21.69       0.182616 
stat-001    1         21.72       0.183068 
stat-001    1         21.75       0.183524 
stat-001    1         21.78       0.183984 
stat-001    1         21.81       0.184448 
stat-001    1         21.84       0.184916 
stat-001    1         21.87       0.185388 
stat-001    1          21.9       0.185864 
stat-001    1         21.93       0.186343 
stat-001    1         21.96       0.186826 
stat-001    1         21.99       0.187311 
stat-001    1         22.02       0.187801 
stat-001    1         22.05       0.188294 
stat-001    1         22.08       0.188791 
stat-001    1         22.11       0.189293 
stat-001    1         22.14       0.189798 
stat-001    1         22.17       0.190307 
stat-001    1          22.2        0.19082 
stat-001    1         22.23       0.191336 
stat-001    1         22.26       0.191856 
stat-001    1         22.29        0.19238 
stat-001    1         22.32       0.192906 
stat-001    1         22.35       0.193438 
stat-001    1         22.38       0.193973 
stat-001    1         22.41       0.194515 
stat-001    1         22.44       0.195059 
stat-001    1         22.47       0.195607 
stat-001    1          22.5       0.196159 
stat-001    1         22.53       0.196715 
stat-001    1         22.56       0.197276 
stat-001    1         22.59       0.197843 
stat-001    1         22.62       0.198414 
stat-001    1         22.65       0.198988 
stat-001    1         22.68       0.199566 
stat-001    1         22.71       0.200148 
stat-001    1         22.74       0.200735 
stat-001    1         22.77       0.201325 
stat-001    1          22.8       0.201918 
stat-001    1         22.83       0.202516 
stat-001    1         22.86       0.203118 
stat-001    1         22.89       0.203725 
stat-001    1         22.92       0.204335 
stat-001    1         22.95       0.204948 
stat-001    1         22.98       0.205567 
stat-001    1         23.01        0.20619 
stat-001    1         23.04       0.206818 
stat-001    1         23.07        0.20745 
stat-001    1          23.1       0.208088 
stat-001    1         23.13        0.20873 
stat-001    1         23.16       0.209377 
stat-001    1         23.19        0.21003 
stat-001    1         23.22       0.210689 
stat-001    1         23.25       0.211355 
stat-001    1         23.28       0.212027 
stat-001    1         23.31       0.212705 
stat-001    1         23.34       0.213388 
stat-001    1         23.37       0.214076 
stat-001    1          23.4        0.21477 
stat-001    1         23.43       0.215469 
stat-001    1         23.46       0.216173 
stat-001    1         23.49       0.216883 
stat-001    1         23.52         0.2176 
stat-001    1         23.55       0.218322 
stat-001    1         23.58       0.219052 
stat-001    1         23.61       0.219786 
stat-001    1         23.64       0.220526 
stat-001    1         23.67        0.22127 
stat-001    1          23.7       0.222021 
stat-001    1         23.73       0.222777 
stat-001    1         23.76       0.223538 
stat-001    1         23.79       0.224304 
stat-001    1         23.82       0.225078 
stat-001    1         23.85       0.225858 
stat-001    1         23.88       0.226645 
stat-001    1         23.91       0.227437 
stat-001    1         23.94       0.228236 
stat-001    1         23.97       0.229042 
stat-001    1            24       0.229854 
stat-001    1         24.03       0.230673 
stat-001    1         24.06       0.231499 
stat-001    1         24.09        0.23233 
stat-001    1         24.12       0.233168 
stat-001    1         24.15       0.234013 
stat-001    1         24.18       0.234863 
stat-001    1         24.21       0.235719 
stat-001    1         24.24       0.236582 
stat-001    1         24.27       0.237451 
stat-001    1          24.3       0.238327 
stat-001    1         24.33        0.23921 
